attendance_percentage,assignments_rate,quizzes_score,previous_grades,time_spent_on_study,extracurricular,stress_level,dropout_confidense
73.41,84.18,64.83,71.854,18,1,9,0.5253
94.42,90.02,79.86,74.6795,26.8,1,10,0.2818
88.33,59.19,92.26,73.1275,5.2,1,10,0.6716
90.6,67.61,69.27,71.1035,17.4,1,1,0.4812
90.66,56.29,95.74,68.0765,20.7,1,10,0.4248
82.14,77.05,62.21,76.733,9,0,8,0.5235
72.9,64.63,84.68,62.536,6.7,1,3,0.5033
93.23,84.45,86.79,75.875,18.4,0,3,0.3413
96.3,50.02,63.7,58.943,18.7,0,7,0.5625
51.19,52.98,51.35,79.5175,13.3,1,7,0.6931
52.58,71.63,68.26,75.254,27.1,1,7,0.5311
97.94,97.91,52.26,76.244,12.5,0,7,0.3596
63.86,94.54,95.04,76.115,17.9,1,3,0.4494
93.67,99.7,97.68,71.732,9.7,0,8,0.3733
69.44,70.84,86.77,75.8215,5.3,0,1,0.5719
55.96,52.33,86.33,70.2395,15.7,0,3,0.7566
54.02,65.3,62.04,75.844,18.2,0,8,0.7111
57.83,83.79,53.7,63.408,24.1,0,2,0.5693
62.49,56.76,90.11,79.5375,16.2,1,7,0.6349
74.43,65,77.96,66.8365,12,0,4,0.6308
85.07,52.81,84.08,72.393,20.1,0,6,0.473
99.32,73.75,88.98,82.505,14.5,1,9,0.3118
72.08,60.45,70.47,73.956,10.8,0,8,0.618
75.91,54.56,57.23,71.1995,27.8,1,4,0.4718
76.09,70.56,89.75,68.671,18.4,1,7,0.5064
76.97,67.56,72.69,67.6965,10,0,3,0.6958
75.89,76.88,91.35,74.5665,21.8,1,9,0.3319
50.44,87.45,71.88,83.366,25.1,0,2,0.535
50.09,55.63,60.85,62.2195,24,0,6,0.7366
54.88,89.56,58.55,72.426,20,0,5,0.576
55.08,51.31,87.2,59.9675,18,0,4,0.6853
85.24,72.16,78.74,62.4665,24.4,0,2,0.4049
60.25,79.37,70.23,70.592,22.7,1,9,0.5439
94.74,97.85,74.61,74.1075,19.3,1,5,0.2266
96.43,78.7,77.48,75.2335,21.4,0,1,0.3526
98.79,57.94,61.97,76.886,9.2,0,5,0.5443
96.95,75.88,68.91,81.1365,5.5,0,7,0.4704
63.59,69.79,64.62,57.8525,28.3,0,3,0.5605
75.49,73.97,69.42,84.1885,28.4,1,7,0.3693
58.77,59.85,75.03,69.3255,24.7,0,6,0.6759
90.31,75.04,58.67,63.609,14.3,0,7,0.581
94.42,57.5,69.68,63.67,8.8,1,9,0.5176
92.56,87.2,69.27,76.763,13.9,1,2,0.3495
71.67,79.7,64.3,73.3055,23.2,1,2,0.4873
87.93,53.93,99.92,79.3985,13.4,1,1,0.3139
54.88,94.48,53.68,69.3835,24.9,1,2,0.5366
52.01,80.82,82.15,75.413,21.8,0,3,0.5138
87.66,65.81,58.72,63.535,20.7,0,7,0.5964
71.27,52.28,91.98,64.4875,28.3,0,3,0.4949
99.78,81.61,95.71,76.775,27.3,0,8,0.1641
54.86,68.67,70.07,70.6785,22.8,1,3,0.4961
92.78,95.38,91.17,82.366,10,1,2,0.2519
74,51.74,62.5,56.533,28.5,1,10,0.6375
91.36,51.96,57,73.154,10.7,1,10,0.5589
90.86,97.46,65.79,81.9395,14.3,1,4,0.3456
95.8,98.24,67.08,76.615,25.7,0,4,0.1984
64.89,51.39,69.87,77.035,10.2,0,5,0.709
97.49,85.8,68.65,64.549,21,0,5,0.332
57.58,61.07,70.56,70.9555,16.4,1,3,0.5977
54.1,85.07,85.5,67.307,20.6,0,1,0.5352
71.58,93.44,62.28,79.5665,29,0,8,0.3857
91.42,55.04,50.93,65.701,25.2,0,10,0.5786
73.67,61.94,74.48,72.7795,12.4,1,2,0.5971
91.46,51.2,72.41,65.755,6.4,1,5,0.5546
86.48,52.19,53,70.277,29.2,1,2,0.5357
60.47,51.48,56.69,70.1775,19.6,0,6,0.6894
97.44,90.03,75.5,80.116,9.3,0,7,0.4106
53.04,64.91,61.74,72.81,20.7,1,7,0.7263
94.91,74.66,93.88,63.935,6.1,0,1,0.32
65.22,89.39,58.66,67.6315,9.7,0,9,0.6093
75.01,74.75,51.01,71.2995,20.8,0,1,0.5872
71.12,71.46,72.38,73.743,15.1,0,8,0.5815
58.59,50.58,99.31,72.0765,13.1,1,1,0.6044
67.91,78.4,81.69,71.2925,21.4,0,3,0.4645
59.65,56.24,67.7,59.797,26.7,1,10,0.6668
60.19,88.23,50.84,71.937,22,1,4,0.5286
59.35,62.89,74.25,72.425,16.6,0,9,0.7386
74.45,83.71,60.32,65.905,21.5,1,8,0.513
89.9,82.31,82.39,60.83,22.4,1,5,0.3743
78.45,80.83,79.15,73.5575,24.4,0,4,0.3992
94.66,63.35,63.26,57.5065,12.7,1,10,0.5396
81.83,63.35,53.44,71.86,7.9,0,9,0.6609
84.47,93.15,87.75,73.2675,22,0,1,0.3331
83.38,50.64,79.27,62.7775,8,0,6,0.6404
72.47,59.08,92.11,75.167,16.6,0,8,0.5759
84.47,80.51,62.99,70.2855,10.8,0,7,0.6526
53.49,90.85,82.64,78.541,13.3,1,8,0.5597
92.99,67.92,55.93,69.2305,16.8,1,3,0.4568
88.89,82.67,64.59,80.4255,27.4,1,5,0.3784
62.26,77.86,82.83,67.8825,22,1,1,0.4481
88.4,53.23,91.28,73.9225,9.3,0,8,0.4538
50.63,81.09,66.05,70.8265,27,1,2,0.4793
60.86,90.7,89.94,87.729,17.5,1,10,0.3193
53.26,99.62,83.89,81.0215,10.1,0,3,0.4939
89.01,51.48,67.43,65.641,18.2,0,10,0.6178
87.79,83,93.82,69.598,9.8,1,2,0.4441
90.68,70.73,75.46,71.745,14.2,0,1,0.4771
50.22,50.49,82.41,69.629,25.1,0,2,0.6596
75.06,80.72,74.78,79.571,21.5,1,10,0.4723
85.24,56.12,72.64,74.242,16.9,1,2,0.3753
57.77,68.93,92.4,79.059,10.7,1,6,0.5676
82.49,63.07,64.74,66.559,12.1,0,4,0.6499
54.21,68.06,51.83,70.803,29.5,1,10,0.5622
59.07,74.63,93.99,64.248,13.6,1,4,0.6004
73.79,67.96,91.25,72.703,20.4,1,1,0.4355
82.68,77.64,68.33,70.562,17.5,1,10,0.458
57.29,61.93,59.27,64.376,5.6,1,2,0.7752
59.26,81.77,83.78,62.7295,28.6,1,3,0.5674
60.22,92.69,53.94,77.8305,7.2,1,9,0.6149
61.94,61.2,71.19,73.6335,21.5,1,5,0.5899
61.33,75.39,54.29,73.778,25.3,0,4,0.5727
69.76,82.43,79.9,73.4605,23.7,0,10,0.45
82.69,78.23,51.36,64.63,25.2,0,3,0.5537
71.9,68.28,81.46,67.5175,23.5,0,10,0.5122
88.8,82.11,83.66,63.239,16.1,0,1,0.4209
85.96,51.41,74.36,65.313,27.4,1,1,0.4336
56.33,68.5,58.75,59.6435,27.8,1,10,0.6748
52.44,76.63,55.07,72.5365,15.9,1,8,0.6823
93.9,51.03,65.66,61.111,17.1,0,10,0.6732
53.99,75.38,73.26,84.6315,17.1,0,9,0.5904
57.42,82.71,82.11,78.7455,12,1,3,0.4965
51.11,87.96,50.06,77.596,7.9,0,9,0.6795
81.42,55.67,85.55,67.48,11.5,1,8,0.5343
79.12,99.53,85.64,64.7645,26.1,1,1,0.2938
99.35,80.31,72.23,76.8845,18.6,0,6,0.4107
94.35,68.16,67.17,88.344,26.3,1,9,0.2974
70.54,62.45,92.12,64.5145,23.6,0,4,0.5728
68.58,78.64,89.23,62.2905,13.7,1,9,0.5955
64.84,94.09,99.16,71.3445,9.6,1,2,0.4306
57.62,76.03,68.6,68.7385,19.2,0,10,0.7495
56.9,83.07,95.34,63.821,28.4,0,9,0.468
56.61,67.88,54.37,67.065,26,0,1,0.5886
55.71,69.41,70.57,77.48,24.1,0,4,0.5046
62.03,64.31,73.27,72.069,24.1,1,5,0.6229
65.33,85.28,72.04,82.0895,18.2,1,2,0.469
98.08,67.96,81.25,72.306,9.2,1,6,0.4206
78.92,59.54,58.51,59.312,12.1,0,8,0.7226
99.38,68.47,93.32,68.1885,19.4,1,2,0.2528
68.62,92.69,77.59,81.0795,12.9,0,9,0.6199
72.88,86.91,95.21,83.8345,24.5,1,2,0.2853
66.23,66.73,50.13,68.905,14.3,0,1,0.6895
59.14,95.34,81.5,68.201,7.8,1,6,0.5664
57.16,53.74,70.62,81.445,24.6,1,5,0.6121
97.25,52.49,75.25,71.494,22.5,1,10,0.4638
99.34,56.37,87.19,62.693,11.3,0,3,0.4592
52.25,55.82,61.36,70.6575,29.5,0,3,0.7015
57.52,54.39,60.24,75.0055,15.1,1,8,0.8043
71.18,83.07,85.15,62.8145,22,1,4,0.4971
59.32,80.04,76.07,71.6275,27.8,1,1,0.527
68.19,82.38,61.68,75.336,8.9,0,4,0.5788
56.45,84.42,74.2,68.0405,27,1,6,0.445
72.83,87.84,72.98,58.6045,22.6,1,2,0.4322
63.58,60.36,84.57,75.8175,9.2,0,7,0.6629
67.6,81.12,50.13,69.6245,21.6,1,1,0.5781
54.72,79,79.34,72.2065,26.9,0,10,0.4835
71.41,97.18,80.28,80.5135,25,0,9,0.4634
99.16,61.62,87.28,83.357,24,1,2,0.2691
66.44,52.94,94.46,69.431,9,1,9,0.6083
93.82,82.67,72.01,71.557,9.8,0,1,0.3841
92.16,87.01,67.13,76.3295,18.7,1,4,0.2547
97.6,64.16,55.12,74.004,19.5,0,5,0.5375
89.51,78.54,66.84,79.8905,28.6,0,8,0.39
82.98,52.98,53.42,71.3005,16.7,1,5,0.5307
92.83,98,90.14,66.8945,12.6,1,1,0.2081
53.78,55.5,90.35,76.6885,9.8,1,1,0.6045
73.14,53.38,70.86,65.726,6.4,0,2,0.7878
99.46,52.21,62.98,63.993,6.7,1,9,0.581
88.48,71.36,55.9,73.812,19.4,0,1,0.4146
98.1,54.86,92.56,71.4675,9.4,0,3,0.4644
88.98,87.23,93.87,72.671,26.3,0,8,0.2976
93.74,94.94,63.31,78.337,19.9,0,1,0.1938
85.33,63.01,81.09,65.943,26.6,1,4,0.4107
88.03,81.44,62.93,67.296,15.7,0,8,0.5021
76.16,52.12,61.26,66.383,19.9,0,6,0.6969
96.21,69.33,51.06,78.7645,18.1,0,6,0.5851
91.25,64.65,78.86,72.3045,29.7,1,1,0.3835
92.19,61.43,57.5,64.191,24.9,0,7,0.5255
83.65,82.24,50.62,62.014,19.9,1,1,0.4177
65.23,56.51,55.24,59.5425,20.2,1,3,0.8006
51.78,93.04,65.69,73.7075,11.2,0,1,0.6097
96.78,83.24,83.46,71.8295,23.4,0,8,0.3403
79.31,85.54,60.13,73.0725,29.6,1,4,0.373
64.91,96.77,94.38,83.4605,8.2,0,5,0.4573
57.46,97.12,64.42,77.146,20.9,0,1,0.4888
91.48,77.58,66.56,77.215,17.9,1,1,0.3368
91.83,74.77,60.9,72.559,26.3,1,10,0.3799
90.73,66.77,62.69,67.2545,5,1,1,0.5334
82.25,85.78,53.71,80.7765,8.4,1,3,0.4463
68.3,76.91,64.74,82.229,5.9,0,6,0.5867
65.2,96.64,92.98,77.768,9.1,1,5,0.4198
50.43,61.93,84.42,80.2635,22.7,1,10,0.5779
91.68,65.51,93.76,73.354,8.5,0,7,0.5591
54.37,65.8,55.24,62.0795,20.6,1,1,0.5344
81.54,90.3,72.78,71.5445,26.7,0,8,0.4554
75.2,54.95,61.46,65.9065,5.9,1,5,0.7474
76.33,72.78,86.06,67.3515,5.7,1,6,0.4325
96.34,71.38,98.51,76.1075,29.7,0,2,0.2414
51.58,53.66,90.77,67.4515,21.8,0,9,0.6734
88.67,70.54,51.76,64.2065,8.5,1,3,0.4931
52.6,75.67,65.83,82.638,12.7,1,5,0.566
51.91,53.26,51.43,68.452,29.6,1,10,0.6599
71.49,75.49,52.01,61.6215,10.7,1,8,0.7397
53.15,97.96,53.98,63.613,23.8,1,1,0.5706
89.46,98.95,63.82,85.24,11,0,4,0.4429
76.48,76.58,65.21,80.4835,15,1,5,0.5132
51.45,75.75,70.02,76.0535,27,0,6,0.5332
52.03,64.28,70.25,73.824,5.7,1,3,0.6744
80.63,99.86,88.57,83.9505,12.7,0,4,0.3642
90.31,63.71,57.07,59.3355,17.2,1,3,0.4698
71.89,72.65,57.89,71.925,20.6,0,4,0.6131
77.73,50.15,81.33,66.5905,5.7,1,7,0.63
89.99,67.46,78.59,60.1235,15.3,1,9,0.4762
80.53,53.57,57.7,78.657,13.6,0,9,0.6938
61.24,87.19,92.61,78.5925,5.7,0,5,0.5631
80.65,78.05,66.45,79.1015,13.9,1,6,0.4454
81.41,78.61,68.35,61.4685,28.3,0,9,0.5494
86.71,64.33,71.02,71.283,11.9,0,4,0.4975
81.04,90.74,66.14,76.9775,19.6,1,7,0.421
98.46,50.16,77.87,73.237,12.5,0,3,0.5429
59.86,66.68,69.43,74.537,7.7,0,9,0.7078
97.55,82.97,62.97,75.6505,12.2,1,9,0.4245
76.92,95.4,95.22,79.4285,16.8,0,10,0.3176
83.6,61.73,65.42,81.247,12.4,1,5,0.5595
54.97,77.06,84.92,71.851,20.6,1,4,0.5043
69.03,76.9,67.36,66.132,28.7,0,10,0.5245
88.47,93.71,71.76,62.5715,6.7,0,10,0.5694
85.35,52.53,61.8,57.2405,22.9,0,9,0.6072
52.01,71.22,87.62,75.43,5,0,5,0.6103
77.33,59.12,86.86,65.4445,5,0,1,0.5384
54.41,51.08,51.11,58.226,8.3,1,2,0.8607
99.79,57.35,53.01,68.526,17,0,10,0.5162
94.86,98.82,96.12,63.345,6.2,0,7,0.4629
51.05,60.74,94.44,59.3395,23.1,1,3,0.4874
92.93,96.75,75.3,79.706,5.7,0,1,0.4549
95.97,60.26,74.67,57.6,17.4,0,9,0.5621
67.68,96.56,90.62,74.589,21.9,1,4,0.333
85.98,82.73,56.92,76.2175,10.9,0,3,0.4805
72.11,55.66,82.68,67.762,19.5,1,5,0.5661
82.76,79.1,73.8,63.33,11.5,0,1,0.5146
67.02,65.93,87.17,80.1025,10.4,0,1,0.613
66.13,69.16,51.51,66.1295,25.5,0,1,0.6186
71.22,72.01,79.64,61.094,13.3,1,7,0.5726
57.28,71.14,77.84,63.052,25.3,1,7,0.5469
91.56,83.21,92.04,61.9265,10.4,1,9,0.4042
67.43,88.42,83.84,65.001,13.9,0,5,0.5433
70.01,66.46,94.01,77.86,7.6,1,2,0.4146
94.7,96.22,94.36,79.54,17.4,1,9,0.1636
74.83,96.92,70.41,70.028,14.5,0,4,0.5082
77.21,52.03,56.87,64.481,5.1,0,5,0.7686
97.82,50.75,81.51,62.272,16.6,1,1,0.4452
94.34,71.25,93.69,72.2395,6.9,0,2,0.4343
58.47,79.53,53.75,75.108,25.9,0,8,0.6265
73.66,63.9,77.9,65.2915,17.3,1,2,0.4976
98.56,62.97,55.75,65.2725,22.3,0,8,0.4848
68.62,83.92,51.35,75.232,25.5,0,1,0.5209
68.58,80.09,83.98,68.718,6.3,0,9,0.5614
59.75,58.36,84.09,67.7515,13.4,1,9,0.6722
55.72,94.23,80.03,63.382,5.6,0,9,0.567
87.02,84,92.96,64.756,6.2,0,6,0.5243
88.5,68.13,54.04,69.292,5.9,1,2,0.5836
98.45,84.18,55.26,72.018,16.9,0,1,0.4244
88.67,55.63,93.23,70.213,16.3,0,6,0.5474
62.17,73.41,75.16,68.4155,6.5,0,4,0.7509
52.01,58.45,63.65,69.3855,11.6,1,8,0.8019
99.27,52.07,86.91,66.2225,11.1,0,8,0.4422
67.02,66.92,94.72,82.029,12.4,1,2,0.4043
65.6,57.54,84.48,81.9775,21,0,2,0.5109
95.3,81.68,89.6,72.466,22.4,0,4,0.3178
79.25,83.7,64.12,69.297,13.5,1,9,0.5329
60.74,57.43,64.44,69.46,24.7,1,6,0.583
94.45,51.23,93.21,66.17,15.4,1,7,0.471
99.67,89.64,80.74,86.49,18.1,1,3,0.1746
54.33,50.1,61.71,69.8215,8.6,1,7,0.7592
93.11,67.2,76.21,59.119,10.8,0,3,0.4643
69.53,74.73,84.29,77.0155,23.2,0,2,0.4117
76.2,90.93,60.93,73.829,29.4,0,2,0.3357
95.74,91.93,82.75,66.7625,22.6,1,9,0.2408
98.67,86.25,52.11,67.0575,6.4,1,7,0.5274
63.11,62.36,65.18,68.0055,8.6,0,5,0.684
60.64,86.01,83.7,81.109,16.1,1,3,0.5749
54.03,62.33,57.47,68.1135,23.3,1,8,0.7029
78.09,60.73,61.11,66.233,9.1,1,2,0.6208
50.68,77.36,93.95,62.554,23.8,1,3,0.4704
70.59,83.94,83.72,79.447,18.9,1,5,0.4367
53.67,52.65,74.95,62.58,24.4,0,1,0.6607
70.26,53,60.54,68.786,18.9,0,6,0.6943
52,89.21,67.07,77.136,20.1,1,2,0.6355
91.76,92.97,78.72,84.5025,11.2,1,7,0.3101
60.49,80.22,57.77,75.541,23,0,7,0.6521
66.42,71.44,74.09,70.604,26.1,0,1,0.4807
93.5,92.27,70.45,81.8725,26.8,0,4,0.2807
87.31,86.44,73.83,62.598,5.7,1,1,0.5401
60.95,78.98,55.28,60.8405,20.6,1,10,0.604
53.59,65.99,55.32,58.4175,29.7,0,7,0.8016
85.78,59.9,98.21,59.961,19.7,0,5,0.5247
69.54,70.93,98.97,79.8575,9.3,1,8,0.458
88.3,64.34,71.31,62.083,26.9,0,1,0.4987
72.26,66.96,89.45,85.963,11.6,0,10,0.5923
67.3,75.78,82.79,73.41,6.1,0,4,0.6263
72.56,58.45,55.85,69.1975,15.8,1,9,0.5743
87.43,90.31,64.83,70.8525,7.5,0,10,0.4875
95.11,57.28,65.68,71.831,7.9,0,1,0.5469
52.49,74.05,79.79,82.3875,16.6,1,3,0.5326
76.21,87.3,79,85.541,20.3,1,2,0.3597
51.64,74.25,96.18,85.927,27.6,1,9,0.4549
73.42,68.05,89.5,67.6035,22.6,1,10,0.4125
94.26,73.74,92.84,67.136,26.1,1,5,0.3141
68.08,92.43,94.56,80.0935,15.3,0,6,0.4532
96.62,99.52,90.06,85.779,13,0,8,0.2989
81.53,81.56,66.64,70.7795,19.8,1,9,0.5078
96.71,89.67,60.75,73.565,22.4,1,8,0.3742
87.86,50.72,78.59,70.591,19.2,0,8,0.5813
55.17,94.02,84.48,74.611,11.6,0,1,0.5206
61.56,97.7,69.33,64.1965,14.2,1,10,0.4593
69.71,78.76,92.42,72.83,16.2,1,1,0.4385
58.51,87.69,98.03,72.808,5.4,0,8,0.5846
74.75,75.64,78.47,68.076,27,1,1,0.4109
73.57,64.31,72.83,76.6795,17.8,1,5,0.4501
97.81,92.61,92.14,83.4385,23.8,1,4,0.1031
71.69,79.84,51.21,75.3625,9.3,1,5,0.6342
89.28,78.97,56.45,81.678,18.9,0,8,0.4671
97.1,82.96,92.28,76.7075,28.2,0,10,0.3126
93.85,92.8,86.6,81.2215,10.4,1,8,0.3044
60.43,86.6,70.81,86.035,13.6,1,4,0.4861
74.8,60.56,94.44,76.768,14.7,1,8,0.5398
67.39,73.34,67.57,71.9,14.6,0,10,0.6118
69.99,99.01,81.69,80.5085,20,0,5,0.3951
68.04,77.73,81.72,62.626,14.8,1,4,0.4979
91.32,96.91,59.22,68.9215,21.9,1,7,0.3265
72.61,90.67,64.24,81.5715,17.1,1,3,0.4002
76.18,83.3,95.8,81.366,8.9,1,5,0.4047
99.12,67.47,59.17,64.6665,28.7,0,5,0.4157
53,65.22,58.68,68.471,11,0,5,0.8369
74.4,82.17,73.98,74.1005,19.1,1,2,0.3744
88.7,71.63,54.61,59.4985,6.5,1,10,0.6078
57.56,89.94,94.73,72.3195,28,0,7,0.4184
80.58,88.02,55.01,72.926,28.2,1,10,0.4879
61.97,65.61,80.83,78.117,14.1,1,7,0.581
93.37,85.14,66.99,62.711,8,0,8,0.5732
66.35,74.73,90.21,68.37,24.2,0,7,0.4326
66.45,66.16,79.49,68.6715,11.6,0,1,0.6275
79.91,70.65,69.42,69.752,22.5,0,9,0.5789
59.18,94.77,99.19,72.1135,27.9,1,4,0.3383
64.24,67.98,53.31,69.0695,19.8,0,1,0.6992
70.83,64.37,78.89,67.015,26.5,1,10,0.4915
67.68,67.59,99.48,80.2905,10.6,0,2,0.5851
76.24,60.73,84.55,71.2455,27.8,1,8,0.5697
79.98,77.23,86.99,67.02,10.7,1,8,0.4614
78.33,57.37,51.6,70.5415,10.6,0,9,0.6954
82.71,90.87,51.07,68.366,27,0,9,0.545
65.39,61.28,51.81,60.8095,18.9,0,10,0.8337
56.32,79.9,99.59,80.578,25,0,8,0.4417
88.04,56.25,98.98,75.676,25.1,0,4,0.3784
92.54,98.92,66.73,77.236,21.2,1,10,0.2903
62.85,72.73,64.55,70.565,9.7,0,7,0.6218
70.35,91.11,57.3,68.155,22.3,0,9,0.4974
74.93,88.43,66.46,75.2025,6.6,1,6,0.4573
76.67,85.68,68.51,64.0045,10,0,6,0.5326
82.97,91.37,87.41,79.532,21.1,1,1,0.2615
52.08,55.02,93.31,69.265,27.7,1,10,0.6022
86.07,83.92,87.34,82.135,24.3,0,9,0.4218
53.1,63.29,82.32,73.562,13.3,1,2,0.5628
73.41,89.29,88.3,71.6325,25.6,0,3,0.4267
91.38,97.84,86.92,78.4095,29.2,0,5,0.2135
72.56,95.07,73.79,70.315,13.3,1,5,0.439
57.45,55.75,66.79,68.2735,9.7,0,5,0.8076
99.25,68.48,64.14,59.4275,9.9,0,4,0.4888
94.46,68.22,83.97,76.9985,15,0,5,0.4452
88.57,56.11,97.97,81.689,6.3,1,3,0.4456
70.58,54.91,79.05,66.6375,17.2,0,1,0.6377
59.19,69.24,95.63,74.947,23.3,1,7,0.4961
97.07,99.6,50.71,69.726,18.3,0,10,0.5426
76.62,78.45,89.72,75.875,29.3,1,2,0.2766
92.62,81.09,92.68,79.444,16.5,0,8,0.3306
67.1,73.55,81.55,73.2055,5.3,1,1,0.5165
66.76,83.12,96.7,72.2495,16.8,1,6,0.3998
99.28,97.83,79.5,72.5345,28.2,0,1,0.1787
76.09,79.43,62.03,73.0165,7.4,1,8,0.6241
57.03,53.25,60.79,64.4205,10.6,0,2,0.8659
60.98,74.64,77.79,63.448,22.9,0,8,0.5728
74.1,99.64,95.32,83.6825,12.4,0,4,0.3141
52.12,69.37,53.62,66.319,24.1,0,3,0.7182
73.13,79.69,80.22,67.149,15.5,0,2,0.4841
70.95,55.33,88.49,77.27,24.9,0,4,0.5475
88.97,57.06,55.77,58.661,18.8,1,10,0.6098
67.75,93.73,55.84,73.6235,7.1,0,10,0.5528
99.13,65.02,68.31,75.3445,14.7,0,2,0.5306
59.04,65.27,63.69,63.927,13.3,0,3,0.8088
79.55,69.36,59.92,68.86,25.3,1,2,0.4366
54.48,98.32,59.93,79.9665,20.6,0,2,0.4981
86.69,54.22,56.53,64.9245,24.4,1,10,0.5797
99.74,90.94,80.54,71.04,14.3,0,9,0.3823
90.96,67.08,84.41,73.2035,22.3,1,1,0.3765
77.79,92.47,85.15,75.175,6.6,0,3,0.5549
74.24,99.59,76.62,78.0195,5.9,1,1,0.3939
91.75,67.43,97.65,74.653,12.2,1,3,0.3255
96.8,56.47,94.03,70.3275,24.3,1,1,0.2567
99.46,57.22,97.88,71.346,18.4,1,9,0.3377
69.83,87.94,69.44,78.819,15.2,0,5,0.505
99.55,57.25,93.89,70.4685,27.4,1,4,0.3966
57.8,63.02,88.14,75.817,17.4,0,8,0.5981
62.68,60.22,67,66.953,20.3,0,1,0.659
54.45,67.78,55.33,66.202,29.6,1,9,0.6341
63.59,53.72,84.13,69.4405,18.1,0,2,0.6877
88.4,92.84,56.82,82.3575,24.6,1,8,0.4567
92.65,93.01,64.69,74.474,15.3,1,7,0.3351
88.94,70.65,75.02,68.5855,5.9,0,10,0.5571
81.55,80.6,83.99,76.3835,25.9,0,2,0.4133
75.7,82.1,96.31,84.715,28.6,0,10,0.3816
85.44,87.46,79.66,85.154,15.9,1,10,0.4444
69.54,76.03,83.57,73.6365,17.6,0,6,0.5512
92.07,75.52,65.5,69.2115,15.6,1,5,0.419
83.86,81.57,84.36,63.6765,29.9,1,7,0.3707
84.89,85.15,71.89,67.7135,27.6,1,2,0.387
76.8,67.33,92.85,70.9995,6,0,10,0.6344
94.26,66.52,69.62,64.1405,24.5,0,9,0.5109
62.6,63.49,73.41,70.905,20,0,3,0.6688
69.06,77.44,71.63,60.3815,5.6,0,1,0.7019
88.88,68.01,90.56,75.498,16.1,0,8,0.5193
74.64,77.02,97.68,77.4725,8.7,1,7,0.4786
94.46,70.3,66.36,69.0275,26.8,1,7,0.3795
67.32,91.84,73.75,78.5795,5.3,0,4,0.5526
68.47,53.66,85.3,63.9175,26.8,1,10,0.6217
94.44,78.61,94.77,83.799,28.5,1,3,0.1463
73.22,78.78,74.69,72.6735,6.8,1,9,0.5724
75.81,69.19,55.44,51.815,23,0,3,0.6072
66.64,71.05,68.43,62.8325,18.7,0,7,0.6386
63.83,90.01,77.52,69.7425,28.9,1,7,0.4776
82.8,64.03,70.88,73.472,25,1,10,0.4797
55.99,93.57,59.33,63.409,22.4,1,7,0.5559
93.96,94.82,51.85,76.516,28.1,1,1,0.2014
88.96,82.53,84.37,80.171,9,0,10,0.4856
59.54,88.64,99.64,86.029,14.4,0,2,0.4608
84.7,80.65,95.96,65.399,26.1,1,2,0.4032
80.13,76.26,84.16,64.4795,7.5,1,3,0.4757
59.23,98.33,92.08,82.917,28.4,0,4,0.3625
63.66,64.13,62.79,65.0355,23.6,0,1,0.639
70.45,57.71,81.12,67.6255,16,0,5,0.7013
84.96,64.37,53.03,77.753,13.5,1,1,0.5113
81.94,80.73,85.36,82.271,8.7,1,7,0.4296
76.61,59.26,98.49,63.412,7.3,0,7,0.6412
88.42,95.44,93.04,68.539,15.6,0,2,0.3378
87.9,70.55,76.72,67.38,26.1,0,4,0.4093
80.89,92.5,89.44,83.717,18.3,1,9,0.3199
89.35,62.46,97.19,68.3935,16.3,1,1,0.4377
66.71,65.66,60.8,80.8165,13,0,10,0.6202
94.06,52.96,89.66,72.3745,8.9,0,6,0.5365
80.75,62.89,63.49,61.9715,29.8,1,10,0.4821
91.12,74.52,93.85,77.9925,5.6,1,1,0.4285
77.31,97.31,54.92,60.683,12.8,1,6,0.4303
60.92,69.45,58.91,71.291,24.2,1,1,0.528
77.12,81.99,86.03,74.412,18,1,3,0.4
68.56,71.39,58.74,71.701,12.8,0,4,0.7224
84.87,52.34,57.9,59.424,29.8,1,10,0.5608
73.79,75.18,77.77,66.2965,20.5,0,5,0.4956
91.81,53.3,91.75,70.651,12.4,1,7,0.5679
83.9,94.18,63.42,78.5765,26.2,0,2,0.2751
84.23,87.65,92.06,71.085,8.8,0,6,0.328
60.86,68.93,90.4,64.557,16.6,0,4,0.6208
99.21,82.01,78.96,65.39,26,1,6,0.2658
92.08,55.6,82.33,72.1055,29.6,0,7,0.3824
89.45,85.13,52.02,73.8115,14.6,0,7,0.539
66.51,91.14,68.36,74.333,8.5,0,5,0.5812
76.78,91.09,63.17,81.2515,19.2,1,7,0.3788
56.86,64.21,57.5,73.2485,28.6,1,3,0.5155
76.92,63.19,69.48,66.6305,21.6,1,10,0.5942
57.29,76.07,67.75,70.329,20.1,0,5,0.6537
77.65,98.39,86.44,73.2415,12.7,0,5,0.4036
82.44,96.03,79.9,78.439,20.2,0,2,0.4268
69.51,67.98,95.66,86.313,27.1,0,4,0.3537
74.93,88.99,57.27,68.481,14.4,1,2,0.4102
93.78,96.07,52.99,68.9235,11.1,0,9,0.4493
55.43,63.05,76.73,67.094,17,0,9,0.705
89.59,91.51,50.05,77.5325,14.4,0,1,0.4508
58.54,63.39,89.39,66.4355,16.7,0,2,0.6055
51.84,67.16,75.3,75.2405,7.4,1,8,0.7053
59.28,59.94,74.4,64.97,13.4,1,3,0.5903
88.25,75.35,68.12,75.348,25.7,1,3,0.4286
70.26,92.17,68.75,75.2725,15,1,10,0.4765
